MatrixID,SpeciesAccepted,Authors,YearPublication
246650,Lindera benzoin,Cipollini; Wallace-Senft; Whigham,1994
246651,Lindera benzoin,Vejdani,2006
246652,Lindera umbellata,Hara; Kanno; Hirabuki; Takehara,2004
246653,Linnaea borealis,Eriksson,1992
246654,Linnaea borealis,Eriksson,1992
246655,Linnaea borealis,Eriksson,1992
246656,Linnaea borealis,Eriksson,1992
246657,Linnaea borealis,Eriksson,1992
246658,Lonicera maackii,Burns; Pardini; Schutzenhofer; Chung; Seidler; Knight,2013
246660,Lupinus arboreus,Kauffman; Maron,2006
246661,Lupinus arboreus,Kauffman; Maron,2006
246662,Magnolia salicifolia,Hara; Kanno; Hirabuki; Takehara,2004
246663,Miconia albicans,Hoffmann,1999
246664,Miconia albicans,Hoffmann,1999
246665,Miconia albicans,Hoffmann,1999
246666,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246667,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246668,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246669,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246670,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246671,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246672,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246673,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246674,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246675,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246676,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246677,Miconia prasina,Pascarella; Alde; Zimmerman,2007
246678,Mulinum spinosum,Cipriotti; Aguiar,2012
246679,Mulinum spinosum,Cipriotti; Aguiar,2012
246680,Olearia flocktoniae,Gross; Mackay,2014
246681,Olearia flocktoniae,Gross; Mackay,2014
246682,Olearia flocktoniae,Gross; Mackay,2014
246683,Olearia flocktoniae,Gross; Mackay,2014
246684,Olearia flocktoniae,Gross; Mackay,2014
246685,Olearia flocktoniae,Gross; Mackay,2014
246686,Olearia flocktoniae,Gross; Mackay,2014
246687,Olearia flocktoniae,Gross; Mackay,2014
246688,Olearia flocktoniae,Gross; Mackay,2014
246691,Paliurus ramosissimus,Ishihama; Fujii; Yamamoto; Takada,2014
246692,Paliurus ramosissimus,Ishihama; Fujii; Yamamoto; Takada,2014
246693,Persoonia bargoensis,McKenna,2007
246694,Persoonia bargoensis,McKenna,2007
246695,Persoonia bargoensis,McKenna,2007
246696,Persoonia bargoensis,McKenna,2007
246697,Persoonia bargoensis,McKenna,2007
246698,Persoonia bargoensis,McKenna,2007
246699,Persoonia bargoensis,McKenna,2007
246700,Persoonia glaucescens,McKenna,2007
246701,Persoonia glaucescens,McKenna,2007
246702,Persoonia glaucescens,McKenna,2007
246703,Persoonia glaucescens,McKenna,2007
246704,Persoonia lanceolata,McKenna,2007
246705,Persoonia lanceolata,McKenna,2007
246706,Persoonia lanceolata,McKenna,2007
246707,Persoonia mollis,McKenna,2007
246708,Persoonia mollis,McKenna,2007
246709,Persoonia mollis,McKenna,2007
246710,Persoonia mollis,McKenna,2007
246711,Persoonia mollis,McKenna,2007
246712,Persoonia mollis,McKenna,2007
246713,Petrophile pulchella,Bradstock; O'Connell,1988
246718,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246719,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246720,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246721,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246722,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246723,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246724,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246725,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246726,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246727,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246728,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246729,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246730,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246731,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246732,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246733,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246734,Purshia subintegra,Maschinski; Baggs; Quintana-Ascencio; Menges,2006
246735,Rhododendron maximum,McGraw,1989
246736,Rhododendron maximum,McGraw,1989
246737,Rhododendron maximum,McGraw,1989
246738,Rhus aromatica,Nantel; Gagnon,1999
246739,Rhus aromatica,Nantel; Gagnon,1999
246740,Rhus aromatica,Nantel; Gagnon,1999
246741,Rhus aromatica,Nantel; Gagnon,1999
246742,Rhus aromatica,Nantel; Gagnon,1999
246743,Rhus aromatica,Nantel; Gagnon,1999
246744,Rhus aromatica,Nantel; Gagnon,1999
246745,Rhus aromatica,Nantel; Gagnon,1999
246746,Rhus aromatica,Nantel; Gagnon,1999
246747,Rhus aromatica,Nantel; Gagnon,1999
246748,Rhus aromatica,Nantel; Gagnon,1999
246749,Rhus aromatica,Nantel; Gagnon,1999
246750,Rhus aromatica,Nantel; Gagnon,1999
246751,Rhus copallinum,Thaxton,2003
246752,Rhus copallinum,Thaxton,2003
246753,Rhus copallinum,Thaxton,2003
246754,Rhus copallinum,Thaxton,2003
246755,Rhus copallinum,Thaxton,2003
246756,Rhus copallinum,Thaxton,2003
246757,Rhus copallinum,Thaxton,2003
246758,Rhus copallinum,Thaxton,2003
246759,Rhus copallinum,Thaxton,2003
246763,Rosa canina,Burns; Pardini; Schutzenhofer; Chung; Seidler; Knight,2013
246764,Rosa multiflora,Burns; Pardini; Schutzenhofer; Chung; Seidler; Knight,2013
246766,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246767,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246768,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246769,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246770,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246771,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246772,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246773,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246774,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246775,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246776,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246777,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246778,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246779,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246780,Rosmarinus tomentosus,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246781,Rourea induta,Hoffmann,1999
246782,Rourea induta,Hoffmann,1999
246783,Rourea induta,Hoffmann,1999
246784,Rytigynia kigeziensis,Stas; Langbroek; Bitariho; Sheil; Zuidema,2016
246785,Salix arctica,Tolvanen; Schroderus; Henry,2002
246786,Salix arctica,Tolvanen; Schroderus; Henry,2002
246787,Salix arctica,Tolvanen; Schroderus; Henry,2002
246788,Salix arctica,Tolvanen; Schroderus; Henry,2002
246789,Salix arctica,Tolvanen; Schroderus; Henry,2002
246790,Salix arctica,Tolvanen; Schroderus; Henry,2002
246791,Salix arctica,Tolvanen; Schroderus; Henry,2002
246792,Salix arctica,Tolvanen; Schroderus; Henry,2002
246793,Sambucus sieboldiana,Abe; Motai; Tanaka; Shibata; Kominami; Nakashizuka,2008
246794,Sambucus sieboldiana,Abe; Motai; Tanaka; Shibata; Kominami; Nakashizuka,2008
246795,Sambucus sieboldiana,Abe; Motai; Tanaka; Shibata; Kominami; Nakashizuka,2008
246796,Senecio filaginoides,Cipriotti; Aguiar,2012
246797,Senecio filaginoides,Cipriotti; Aguiar,2012
246810,Stachyurus macrocarpus,Abe; Wada; Nokagoshi,2008
246811,Tetramolopium arenarium,Aplet; Laven; Shaw,1994
246812,Tetramolopium arenarium,Aplet; Laven; Shaw,1994
246813,Tetramolopium arenarium,Aplet; Laven; Shaw,1994
246814,Ulex gallii,Stokes; Bullock; Watkinson,2004
246815,Ulex minor,Stokes; Bullock; Watkinson,2004
246816,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246817,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246818,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246819,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246820,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246821,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246822,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246823,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246824,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246825,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246826,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246827,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246828,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246829,Vella pseudocytisus subsp. paui,Dominguez Lozano; Moreno Saiz; Schwartz,2011
246830,Vella pseudocytisus subsp. paui,Dominguez Lozano; Moreno Saiz; Schwartz,2011
246831,Vella pseudocytisus subsp. paui,Dominguez Lozano; Moreno Saiz; Schwartz,2011
246832,Vella pseudocytisus subsp. paui,Dominguez Lozano; Moreno Saiz; Schwartz,2011
246833,Vella pseudocytisus subsp. paui,Dominguez Lozano; Moreno Saiz; Schwartz,2011
246839,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246840,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246841,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246842,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246843,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246844,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246845,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246846,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246847,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246848,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246849,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246850,Vella pseudocytisus subsp. paui,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246851,Verticordia staminosa,Yates; Ladd; Coates; McArthur,2007
246852,Verticordia staminosa,Yates; Ladd; Coates; McArthur,2007
246853,Verticordia staminosa,Yates; Ladd; Coates; McArthur,2007
246854,Verticordia staminosa,Yates; Ladd; Coates; McArthur,2007
246855,Verticordia staminosa,Yates; Ladd; Coates; McArthur,2007
246856,Viburnum furcatum,Hara; Kanno; Hirabuki; Takehara,2004
246857,Agave vivipara,Arias-Medellín; Bonfil; Valverde,2013
246858,Agave vivipara,Arias-Medellín; Bonfil; Valverde,2013
246859,Agave vivipara,Arias-Medellín; Bonfil; Valverde,2013
246860,Agave marmorata,Jiménez-Valdés; Caballero; Lira; Godínez-Alvarez,2010
246861,Agave marmorata,Jiménez-Valdés; Caballero; Lira; Godínez-Alvarez,2010
246862,Agave marmorata,Jiménez-Valdés; Caballero; Lira; Godínez-Alvarez,2010
246863,Agave marmorata,Jiménez-Valdés; Caballero; Lira; Godínez-Alvarez,2010
246864,Agave marmorata,Jiménez-Valdés; Caballero; Lira; Godínez-Alvarez,2010
246865,Agave marmorata,Jiménez-Valdés; Caballero; Lira; Godínez-Alvarez,2010
246866,Agave potatorum,Torres; Casas; Vega; Martinez-Ramos; Delgado-Lemus,2015
246867,Agave potatorum,Torres; Casas; Vega; Martinez-Ramos; Delgado-Lemus,2015
246869,Ariocarpus fissuratus,Mancilla Ramirez,2012
246870,Ariocarpus fissuratus,Mancilla Ramirez,2012
246871,Ariocarpus fissuratus,Mancilla Ramirez,2012
246872,Ariocarpus fissuratus,Mancilla Ramirez,2012
246873,Ariocarpus fissuratus,Mancilla Ramirez,2012
246874,Ariocarpus fissuratus,Mancilla Ramirez,2012
246875,Ariocarpus fissuratus,Mancilla Ramirez,2012
246876,Ariocarpus fissuratus,Mancilla Ramirez,2012
246877,Ariocarpus fissuratus,Mancilla Ramirez,2012
246878,Ariocarpus fissuratus,Mancilla Ramirez,2012
246879,Ariocarpus scaphirostris,Mandujano; Verhulst; Carrillo-Angeles; Golubov,2007
246880,Ariocarpus scaphirostris,Mandujano; Verhulst; Carrillo-Angeles; Golubov,2007
246881,Astrophytum asterias,Martinez-Avalos,2007
246882,Astrophytum asterias,Martinez-Avalos,2007
246883,Astrophytum asterias,Martinez-Avalos,2007
246884,Astrophytum asterias,Martinez-Avalos,2007
246885,Astrophytum asterias,Martinez-Avalos,2007
246886,Astrophytum asterias,Martinez-Avalos,2007
246887,Astrophytum asterias,Martinez-Avalos,2007
246888,Astrophytum asterias,Martinez-Avalos,2007
246889,Astrophytum asterias,Martinez-Avalos,2007
246890,Astrophytum asterias,Martinez-Avalos,2007
246891,Astrophytum asterias,Martinez-Avalos,2007
246892,Astrophytum asterias,Martinez-Avalos,2007
246893,Astrophytum asterias,Martinez-Avalos,2007
246894,Astrophytum capricorne,Bravo Espinoza,2011
246895,Astrophytum capricorne,Mandujano; Bravo; Verhulst; Carrillo-Angeles; Golubov,2015
246896,Astrophytum capricorne,Mandujano; Bravo; Verhulst; Carrillo-Angeles; Golubov,2015
246897,Astrophytum capricorne,Mandujano; Bravo; Verhulst; Carrillo-Angeles; Golubov,2015
246898,Astrophytum myriostigma,Lopez Flores,2012
246899,Astrophytum myriostigma,Lopez Flores,2012
246900,Astrophytum myriostigma,Lopez Flores,2012
246901,Astrophytum ornatum,Zepeda-Martinez; Mandujano; Mandujano; Golubov,2013
246902,Astrophytum ornatum,Zepeda-Martinez; Mandujano; Mandujano; Golubov,2013
246903,Astrophytum ornatum,Zepeda-Martinez; Mandujano; Mandujano; Golubov,2013
246904,Astrophytum ornatum,Zepeda Martinez,2010
246905,Carnegiea gigantea,Steenbergh; Lowe,1969
246906,Cephalocereus senilis,Cedillo Castillo,2007
246907,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246908,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246909,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246910,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246911,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246912,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246913,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246914,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246915,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246916,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246917,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246918,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246919,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246920,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246921,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246922,Escobaria robbinsorum,Schmalzel; Reichenbacher; Rutman,1995
246923,Coryphantha werdermannii,Portilla-Alonso; Martorell,2011
246924,Coryphantha werdermannii,Portilla-Alonso; Martorell,2011
246925,Coryphantha werdermannii,Portilla-Alonso; Martorell,2011
246926,Coryphantha werdermannii,Portilla Alonso,2007
246927,Coryphantha werdermannii,Portilla Alonso,2007
246928,Coryphantha werdermannii,Portilla Alonso,2007
246929,Coryphantha werdermannii,Portilla Alonso,2007
246930,Coryphantha werdermannii,Portilla Alonso,2007
246931,Coryphantha werdermannii,Portilla Alonso,2007
246932,Coryphantha werdermannii,Portilla Alonso,2007
246933,Coryphantha werdermannii,Portilla Alonso,2007
246934,Echeveria longissima,Martorell,2007
246935,Echeveria longissima,Martorell,2007
246936,Echeveria longissima,Martorell,2007
246937,Echeveria longissima,Martorell,2007
246938,Echeveria longissima,Martorell,2007
246939,Echeveria longissima,Martorell,2007
246940,Echeveria longissima,Martorell,2007
246941,Echeveria longissima,Martorell,2007
246942,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246943,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246944,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246945,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246946,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246947,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246948,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246949,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246950,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246951,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246952,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246953,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246954,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246955,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246956,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246957,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246958,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246959,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246960,Echinocactus platyacanthus,Jiménez-Sierra; Mandujano; Eguiarte,2007
246961,Escontria chiotilla,Ortega-Baes,2001
246962,Escontria chiotilla,Ortega-Baes,2001
246963,Escontria chiotilla,Ortega-Baes,2001
246964,Coespeletia spicata,Silva; Trevisan; Estrada; Monosterio,2000
246965,Coespeletia timotensis,Silva; Trevisan; Estrada; Monosterio,2000
246976,Euphorbia fontqueriana,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246977,Euphorbia fontqueriana,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246978,Euphorbia fontqueriana,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246979,Euphorbia fontqueriana,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246980,Euphorbia fontqueriana,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246981,Euphorbia fontqueriana,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,2009
246982,Furcraea parmentieri,Hernández-Pedrero; Valverde,2017
246983,Furcraea parmentieri,Hernández-Pedrero; Valverde,2017
246984,Furcraea parmentieri,Hernández-Pedrero; Valverde,2017
246985,Harrisia fragrans,Rae; Ebert,2002
246986,Harrisia fragrans,Rae; Ebert,2002
246987,Lophophora diffusa,Dias Segura,2013
246988,Lophophora diffusa,Dias Segura,2013
246989,Lophophora diffusa,Dias Segura,2013
246990,Mammillaria crucigera,Contreras; Valverde,2002
246991,Mammillaria crucigera,Contreras; Valverde,2002
246992,Mammillaria crucigera,Contreras; Valverde,2002
246993,Mammillaria crucigera,Valverde Valdés,1999
246994,Mammillaria dixanthocentron,Ramos López,2007
246995,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
246996,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
246997,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
246998,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
246999,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247000,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247001,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247002,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247003,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247004,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247005,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247006,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247007,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247008,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247009,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247010,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247011,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247012,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247013,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247014,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247015,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247016,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247017,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247018,Mammillaria gaumeri,Ferrer; Durán; Méndez; Dorantes; Dzib,2011
247019,Mammillaria hernandezii,Rodriguez Ortega,2008
247020,Mammillaria hernandezii,Rodriguez Ortega,2008
247021,Mammillaria hernandezii,Rodriguez Ortega,2008
247022,Mammillaria hernandezii,Rodriguez Ortega,2008
247023,Mammillaria hernandezii,Rodriguez Ortega,2008
247024,Mammillaria hernandezii,Rodriguez Ortega,2008
247025,Mammillaria hernandezii,Rodriguez Ortega,2008
247026,Mammillaria hernandezii,Rodriguez Ortega,2008
247027,Mammillaria hernandezii,Rodriguez Ortega,2008
247028,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247029,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247030,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247031,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247032,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247033,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247034,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247035,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247036,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247037,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247038,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247039,Mammillaria huitzilopochtli,Flores Martínez; Manzanero-Medino; Golubov; Montaña; Mandujano,2010
247040,Mammillaria huitzilopochtli,Flores Martínez,2010
247041,Mammillaria huitzilopochtli,Flores Martínez,2010
247042,Mammillaria huitzilopochtli,Flores Martínez,2010
247043,Mammillaria huitzilopochtli,Flores Martínez,2010
247044,Mammillaria huitzilopochtli,Flores Martínez,2010
247045,Mammillaria huitzilopochtli,Flores Martínez,2010
247046,Mammillaria huitzilopochtli,Flores Martínez,2010
247047,Mammillaria huitzilopochtli,Flores Martínez,2010
247048,Mammillaria huitzilopochtli,Flores Martínez,2010
247049,Mammillaria huitzilopochtli,Flores Martínez,2010
247050,Mammillaria huitzilopochtli,Flores Martínez,2010
247051,Mammillaria huitzilopochtli,Flores Martínez,2010
247052,Mammillaria magnimamma,Valverde; Quijas; Lopez-Villavicencio; Castillo,2004
247053,Mammillaria magnimamma,Valverde; Quijas; Lopez-Villavicencio; Castillo,2004
247054,Mammillaria magnimamma,Valverde; Quijas; Lopez-Villavicencio; Castillo,2004
247055,Mammillaria magnimamma,Valverde; Quijas; Lopez-Villavicencio; Castillo,2004
247056,Mammillaria magnimamma,Valverde; Quijas; Lopez-Villavicencio; Castillo,2004
247057,Mammillaria magnimamma,Valverde; Quijas; Lopez-Villavicencio; Castillo,2004
247058,Mammillaria magnimamma,Valverde; Quijas; Lopez-Villavicencio; Castillo,2004
247059,Mammillaria mystax,Saldivar-Sánchez; Navarro Carbajal,2012
247060,Mammillaria napina,Rodriguez Ortega,2008
247061,Mammillaria napina,Rodriguez Ortega,2008
247062,Mammillaria napina,Rodriguez Ortega,2008
247063,Mammillaria napina,Rodriguez Ortega,2008
247064,Mammillaria pectinifera,Valverde; Zavala-Hurtado,2006
247065,Mammillaria pectinifera,Vite Gonzalez; Zavala Hurtado,1998
247066,Mammillaria pectinifera,Navarro Carbajal; Demeneghi-Calatayud; Saldivar-Sánchez,2013
247067,Mammillaria solisioides,Rodriguez Ortega,2008
247068,Mammillaria solisioides,Rodriguez Ortega,2008
247069,Mammillaria solisioides,Rodriguez Ortega,2008
247070,Mammillaria solisioides,Rodriguez Ortega,2008
247071,Mammillaria supertexta,Avendano Calco,2007
247072,Pseudomitrocereus fulviceps,Vite Gonzalez; Zavala Hurtado,1998
247073,Neobuxbaumia macrocephala,Esparza-Olguín; Valverde; Mandujano,2005
247074,Neobuxbaumia macrocephala,Esparza-Olguín; Valverde; Mandujano,2005
247075,Neobuxbaumia macrocephala,Esparza-Olguín; Valverde; Mandujano,2005
247076,Neobuxbaumia macrocephala,Esparza-Olguín; Valverde; Mandujano,2005
247077,Neobuxbaumia macrocephala,Godínez-Alvarez; Valiente-Banuet,2004
247078,Neobuxbaumia macrocephala,Esparza Olguín,2005
247079,Neobuxbaumia macrocephala,Esparza Olguín,2005
